"DATES"	"MOMENT"	"TQR"	"RPE"	"DURATION"	"SLEEP"	"PERSON_ID"	"ID"	"TQR_OF_RPE"
29-JUN-12	"A"			0	0	5	35462	
29-JUN-12	"O"			0	8	5	35463	
30-JUN-12	"A"	16	18	60	0	5	35464	
30-JUN-12	"O"			0	9	5	35465	
01-JUL-12	"A"	6	15	90	0	5	35466	
01-JUL-12	"O"			0	8	5	35467	
02-JUL-12	"A"	15	15	80	0	5	35468	
02-JUL-12	"O"			0	8	5	35469	
03-JUL-12	"A"	16	18	70	0	5	35470	
03-JUL-12	"O"			0	8	5	35471	
04-JUL-12	"A"	15	16	80	0	5	35472	
04-JUL-12	"O"			0	7	5	35473	
05-JUL-12	"A"			0	0	5	35474	
05-JUL-12	"O"			0	7	5	35475	
06-JUL-12	"A"			0	0	5	35476	
06-JUL-12	"O"			0	7	5	35477	
07-JUL-12	"A"			0	0	5	35478	
07-JUL-12	"O"			0	9	5	35479	
08-JUL-12	"A"			0	0	5	35480	
08-JUL-12	"O"			0	9	5	35481	
09-JUL-12	"A"	17	15	75	0	5	35482	
09-JUL-12	"O"			0	9	5	35483	
10-JUL-12	"A"	17	17	60	0	5	35484	
10-JUL-12	"O"			0	9	5	35485	
11-JUL-12	"A"			0	0	5	35486	
11-JUL-12	"O"			0	8	5	35487	
12-JUL-12	"A"			0	0	5	35488	
12-JUL-12	"O"	17	17	120	9	5	35489	
13-JUL-12	"A"			0	0	5	35490	
13-JUL-12	"O"			0	7	5	35491	
14-JUL-12	"A"			0	0	5	35492	
14-JUL-12	"O"			0	8	5	35493	
15-JUL-12	"A"			0	0	5	35494	
15-JUL-12	"O"	18	14	60	7	5	35495	
16-JUL-12	"A"			0	0	5	35496	
16-JUL-12	"O"			0	5	5	35497	
17-JUL-12	"A"	17	17	120	0	5	35498	
17-JUL-12	"O"			0	9	5	35499	
18-JUL-12	"A"			0	0	5	35500	
18-JUL-12	"O"			0	7	5	35501	
19-JUL-12	"A"	18	15	100	0	5	35502	
19-JUL-12	"O"			0	7	5	35503	
20-JUL-12	"A"	18	19	160	0	5	35504	
20-JUL-12	"O"			0	7	5	35505	
21-JUL-12	"A"	17	19	160	0	5	35506	
21-JUL-12	"O"			0	9	5	35507	
22-JUL-12	"A"			0	0	5	35508	
22-JUL-12	"O"	15	10	15	8	5	35509	
23-JUL-12	"A"	12	17	60	0	5	35510	
23-JUL-12	"O"			0	6	5	35511	
24-JUL-12	"A"	17	17	110	0	5	35512	
24-JUL-12	"O"			0	9	5	35513	
25-JUL-12	"A"	16	11	20	0	5	35514	
25-JUL-12	"O"			0	7	5	35515	
26-JUL-12	"A"			0	0	5	35516	
26-JUL-12	"O"			0	7	5	35517	
27-JUL-12	"A"	17	12	15	0	5	35518	
27-JUL-12	"O"			0	8	5	35519	
28-JUL-12	"A"			0	0	5	35520	
28-JUL-12	"O"			0	10	5	35521	
29-JUL-12	"A"			0	0	5	35522	
29-JUL-12	"O"	18	14	80	10	5	35523	
30-JUL-12	"A"	14	9	15	0	5	35524	
30-JUL-12	"O"			0	7	5	35525	
31-JUL-12	"A"			0	0	5	35526	
31-JUL-12	"O"			0	7	5	35527	
01-AUG-12	"A"	16	11	24	0	5	35528	
01-AUG-12	"O"			0	7	5	35529	
02-AUG-12	"A"			0	0	5	35530	
02-AUG-12	"O"			0	9	5	35531	
03-AUG-12	"A"			0	0	5	35532	
03-AUG-12	"O"			0	7	5	35533	
04-AUG-12	"A"			0	0	5	35534	
04-AUG-12	"O"	15	12	25	6	5	35535	
05-AUG-12	"A"			0	0	5	35536	
05-AUG-12	"O"			0	6	5	35537	
06-AUG-12	"A"			0	0	5	35538	
06-AUG-12	"O"			0	6	5	35539	
07-AUG-12	"A"			0	0	5	35540	
07-AUG-12	"O"			0	6	5	35541	
08-AUG-12	"A"			0	0	5	35542	
08-AUG-12	"O"			0	6	5	35543	
09-AUG-12	"A"			0	0	5	35544	
09-AUG-12	"O"			0	6	5	35545	
10-AUG-12	"A"			0	0	5	35546	
10-AUG-12	"O"			0	4	5	35547	
11-AUG-12	"A"	12	10	30	0	5	35548	
11-AUG-12	"O"			0	12	5	35549	
12-AUG-12	"A"			0	0	5	35550	
12-AUG-12	"O"	14	14	120	9	5	35551	
13-AUG-12	"A"	13	15	90	0	5	35552	
13-AUG-12	"O"	15	14	30	9	5	35553	
14-AUG-12	"A"	14	15	35	0	5	35554	
14-AUG-12	"O"			0	10	5	35555	
15-AUG-12	"A"			0	0	5	35556	
15-AUG-12	"O"			0	7	5	35557	
16-AUG-12	"A"	14	11	40	0	5	35558	
16-AUG-12	"O"			0	7	5	35559	
17-AUG-12	"A"	12	12	30	0	5	35560	
17-AUG-12	"O"			0	8	5	35561	
18-AUG-12	"A"			0	0	5	35562	
18-AUG-12	"O"			0	8	5	35563	
19-AUG-12	"A"	11	14	130	0	5	35564	
19-AUG-12	"O"			0	7	5	35565	
20-AUG-12	"A"	12	10	60	0	5	35566	
20-AUG-12	"O"			0	9	5	35567	
21-AUG-12	"A"			0	0	5	35568	
21-AUG-12	"O"			0	10	5	35569	
22-AUG-12	"A"	13	13	35	0	5	35570	
22-AUG-12	"O"			0	8	5	35571	
23-AUG-12	"A"	13	16	90	0	5	35572	
23-AUG-12	"O"			0	8	5	35573	
24-AUG-12	"A"	14	14	70	0	5	35574	
24-AUG-12	"O"			0	8	5	35575	
25-AUG-12	"A"			0	0	5	35576	
25-AUG-12	"O"	13	13	40	9	5	35577	
26-AUG-12	"A"			0	0	5	35578	
26-AUG-12	"O"			0	9	5	35579	
27-AUG-12	"A"	14	15	75	0	5	35580	
27-AUG-12	"O"	15	16	110	9	5	35581	
28-AUG-12	"A"			0	0	5	35582	
28-AUG-12	"O"			0	9	5	35583	
29-AUG-12	"A"			0	0	5	35584	
29-AUG-12	"O"			0	8	5	35585	
30-AUG-12	"A"	11	16	100	0	5	35586	
30-AUG-12	"O"			0	7	5	35587	
31-AUG-12	"A"			0	0	5	35588	
31-AUG-12	"O"			0	8	5	35589	
01-SEP-12	"A"			0	0	5	35590	
01-SEP-12	"O"	16	16	135	8	5	35591	
02-SEP-12	"A"	16	17	120	0	5	35592	
02-SEP-12	"O"			0	9	5	35593	
03-SEP-12	"A"	15	13	80	0	5	35594	
03-SEP-12	"O"			0	9	5	35595	
04-SEP-12	"A"			0	0	5	35596	
04-SEP-12	"O"			0	8	5	35597	
05-SEP-12	"A"			0	0	5	35598	
05-SEP-12	"O"	15	14	40	8	5	35599	
06-SEP-12	"A"	15	15	90	0	5	35600	
06-SEP-12	"O"			0	7	5	35601	
07-SEP-12	"A"			0	0	5	35602	
07-SEP-12	"O"			0	6	5	35603	
08-SEP-12	"A"	12	16	50	0	5	35604	
08-SEP-12	"O"			0	6	5	35605	
09-SEP-12	"A"	16	15	60	0	5	35606	
09-SEP-12	"O"			0	8	5	35607	
10-SEP-12	"A"	16	15	75	0	5	35608	
10-SEP-12	"O"			0	9	5	35609	
11-SEP-12	"A"			0	0	5	35610	
11-SEP-12	"O"	16	15	40	9	5	35611	
12-SEP-12	"A"			0	0	5	35612	
12-SEP-12	"O"			0	9	5	35613	
13-SEP-12	"A"	15	15	60	0	5	35614	
13-SEP-12	"O"			0	8	5	35615	
14-SEP-12	"A"			0	0	5	35616	
14-SEP-12	"O"			0	9	5	35617	
15-SEP-12	"A"	14	20	150	0	5	35618	
15-SEP-12	"O"	16	17	40	8	5	35619	
16-SEP-12	"A"			0	0	5	35620	
16-SEP-12	"O"			0	9	5	35621	
17-SEP-12	"A"			0	0	5	35622	
17-SEP-12	"O"	13	11	30	8	5	35623	
18-SEP-12	"A"	13	15	60	0	5	35624	
18-SEP-12	"O"			0	9	5	35625	
19-SEP-12	"A"			0	0	5	35626	
19-SEP-12	"O"			0	9	5	35627	
20-SEP-12	"A"	16	11	20	0	5	35628	
20-SEP-12	"O"			0	9	5	35629	
21-SEP-12	"A"			0	0	5	35630	
21-SEP-12	"O"	16	15	45	9	5	35631	
22-SEP-12	"A"	13	18	180	0	5	35632	
22-SEP-12	"O"	16	11	20	8	5	35633	
23-SEP-12	"A"			0	0	5	35634	
23-SEP-12	"O"			0	9	5	35635	
24-SEP-12	"A"	12	15	40	0	5	35636	
24-SEP-12	"O"			0	9	5	35637	
25-SEP-12	"A"	15	16	90	0	5	35638	
25-SEP-12	"O"	14	8	60	9	5	35639	
26-SEP-12	"A"			0	0	5	35640	
26-SEP-12	"O"			0	8	5	35641	
27-SEP-12	"A"	15	14	60	0	5	35642	
27-SEP-12	"O"			0	9	5	35643	
28-SEP-12	"A"	13	14	60	0	5	35644	
28-SEP-12	"O"			0	9	5	35645	
29-SEP-12	"A"			0	0	5	35646	
29-SEP-12	"O"	13	12	25	8	5	35647	
30-SEP-12	"A"			0	0	5	35648	
30-SEP-12	"O"	16	11	80	8	5	35649	
01-OCT-12	"A"	11	13	40	0	5	35650	
01-OCT-12	"O"			0	9	5	35651	
02-OCT-12	"A"	11	14	40	0	5	35652	
02-OCT-12	"O"			0	8	5	35653	
03-OCT-12	"A"	10	14	90	0	5	35654	
03-OCT-12	"O"			0	8	5	35655	
04-OCT-12	"A"	15	12	90	0	5	35656	
04-OCT-12	"O"			0	7	5	35657	
05-OCT-12	"A"	14	13	60	0	5	35658	
05-OCT-12	"O"			0	9	5	35659	
06-OCT-12	"A"			0	0	5	35660	
06-OCT-12	"O"	13	13	90	8	5	35661	
07-OCT-12	"A"			0	0	5	35662	
07-OCT-12	"O"	14	14	60	6	5	35663	
08-OCT-12	"A"	16	14	40	0	5	35664	
08-OCT-12	"O"			0	9	5	35665	
09-OCT-12	"A"	17	12	45	0	5	35666	
09-OCT-12	"O"			0	9	5	35667	
10-OCT-12	"A"	13	15	75	0	5	35668	
10-OCT-12	"O"	15	13	60	8	5	35669	
11-OCT-12	"A"	15	12	45	0	5	35670	
11-OCT-12	"O"			0	9	5	35671	
12-OCT-12	"A"	15	12	75	0	5	35672	
12-OCT-12	"O"			0	9	5	35673	
13-OCT-12	"A"			0	0	5	35674	
13-OCT-12	"O"	15	16	120	8	5	35675	
14-OCT-12	"A"	16	14	50	0	5	35676	
14-OCT-12	"O"			0	8	5	35677	
15-OCT-12	"A"	15	14	45	0	5	35678	
15-OCT-12	"O"			0	9	5	35679	
16-OCT-12	"A"	16	12	45	0	5	35680	
16-OCT-12	"O"			0	8	5	35681	
17-OCT-12	"A"	16	15	100	0	5	35682	
17-OCT-12	"O"			0	8	5	35683	
18-OCT-12	"A"			0	0	5	35684	
18-OCT-12	"O"	15	16	50	9	5	35685	
19-OCT-12	"A"	13	13	90	0	5	35686	
19-OCT-12	"O"			0	7	5	35687	
20-OCT-12	"A"			0	0	5	35688	
20-OCT-12	"O"	13	15	120	9	5	35689	
21-OCT-12	"A"			0	0	5	35690	
21-OCT-12	"O"	15	16	145	9	5	35691	
22-OCT-12	"A"	12	13	45	0	5	35692	
22-OCT-12	"O"			0	9	5	35693	
23-OCT-12	"A"	14	15	90	0	5	35694	
23-OCT-12	"O"			0	8	5	35695	
24-OCT-12	"A"	12	15	100	0	5	35696	
24-OCT-12	"O"			0	9	5	35697	
25-OCT-12	"A"	13	16	100	0	5	35698	
25-OCT-12	"O"			0	8	5	35699	
26-OCT-12	"A"	14	14	75	0	5	35700	
26-OCT-12	"O"			0	9	5	35701	
27-OCT-12	"A"			0	0	5	35702	
27-OCT-12	"O"	15	15	120	8	5	35703	
28-OCT-12	"A"	15	12	30	0	5	35704	
28-OCT-12	"O"			0	8	5	35705	
29-OCT-12	"A"	16	13	40	0	5	35706	
29-OCT-12	"O"			0	9	5	35707	
30-OCT-12	"A"	16	16	100	0	5	35708	
30-OCT-12	"O"			0	9	5	35709	
31-OCT-12	"A"	13	14	100	0	5	35710	
31-OCT-12	"O"			0	9	5	35711	
01-NOV-12	"A"	12	15	100	0	5	35712	
01-NOV-12	"O"			0	9	5	35713	
02-NOV-12	"A"	11	13	80	0	5	35714	
02-NOV-12	"O"			0	9	5	35715	
03-NOV-12	"A"	13	18	90	0	5	35716	
03-NOV-12	"O"			0	9	5	35717	
04-NOV-12	"A"	12	14	40	0	5	35718	
04-NOV-12	"O"			0	9	5	35719	
05-NOV-12	"A"	16	14	40	0	5	35720	
05-NOV-12	"O"			0	9	5	35721	
06-NOV-12	"A"			0	0	5	35722	
06-NOV-12	"O"			0	10	5	35723	
07-NOV-12	"A"	10	15	90	0	5	35724	
07-NOV-12	"O"	15	19	25	7	5	35725	
08-NOV-12	"A"	13	14	40	0	5	35726	
08-NOV-12	"O"			0	10	5	35727	
09-NOV-12	"A"	14	14	90	0	5	35728	
09-NOV-12	"O"			0	8	5	35729	
10-NOV-12	"A"	12	11	60	0	5	35730	
10-NOV-12	"O"	16	17	120	7	5	35731	
11-NOV-12	"A"			0	0	5	35732	
11-NOV-12	"O"	11	14	90	6	5	35733	
12-NOV-12	"A"	15	14	45	0	5	35734	
12-NOV-12	"O"			0	12	5	35735	
13-NOV-12	"A"	15	17	100	1	5	35736	
13-NOV-12	"O"			0	9	5	35737	
14-NOV-12	"A"	14	14	75	0	5	35738	
14-NOV-12	"O"			0	8	5	35739	
15-NOV-12	"A"	10	16	90	0	5	35740	
15-NOV-12	"O"	13	15	30	7	5	35741	
16-NOV-12	"A"	14	14	80	0	5	35742	
16-NOV-12	"O"			0	9	5	35743	
17-NOV-12	"A"			0	0	5	35744	
17-NOV-12	"O"	13	17	150	8	5	35745	
18-NOV-12	"A"	13	14	60	0	5	35746	
18-NOV-12	"O"			0	9	5	35747	
19-NOV-12	"A"	14	14	120	0	5	35748	
19-NOV-12	"O"			0	9	5	35749	
20-NOV-12	"A"	17	17	100	0	5	35750	
20-NOV-12	"O"			0	8	5	35751	
21-NOV-12	"A"	15	14	90	0	5	35752	
21-NOV-12	"O"			0	8	5	35753	
22-NOV-12	"A"	14	14	65	0	5	35754	
22-NOV-12	"O"			0	9	5	35755	
23-NOV-12	"A"			0	0	5	35756	
23-NOV-12	"O"	15	13	70	8	5	35757	
24-NOV-12	"A"	16	17	65	0	5	35758	
24-NOV-12	"O"			0	9	5	35759	
25-NOV-12	"A"	16	14	70	0	5	35760	
25-NOV-12	"O"			0	8	5	35761	
26-NOV-12	"A"	16	13	45	0	5	35762	
26-NOV-12	"O"			0	8	5	35763	
27-NOV-12	"A"	15	18	120	0	5	35764	
27-NOV-12	"O"			0	9	5	35765	
28-NOV-12	"A"	12	14	90	0	5	35766	
28-NOV-12	"O"			0	9	5	35767	
29-NOV-12	"A"	14	15	100	0	5	35768	
29-NOV-12	"O"			0	9	5	35769	
30-NOV-12	"A"	13	12	40	0	5	35770	
30-NOV-12	"O"			0	9	5	35771	
01-DEC-12	"A"			0	0	5	35772	
01-DEC-12	"O"	16	18	70	5	5	35773	
02-DEC-12	"A"			0	0	5	35774	
02-DEC-12	"O"			0	9	5	35775	
03-DEC-12	"A"	17	13	45	0	5	35776	
03-DEC-12	"O"			0	9	5	35777	
04-DEC-12	"A"	14	16	90	0	5	35778	
04-DEC-12	"O"			0	9	5	35779	
05-DEC-12	"A"			0	0	5	35780	
05-DEC-12	"O"			0	10	5	35781	
06-DEC-12	"A"			0	0	5	35782	
06-DEC-12	"O"			0	9	5	35783	
07-DEC-12	"A"			0	0	5	35784	
07-DEC-12	"O"			0	10	5	35785	
08-DEC-12	"A"	16	15	60	43	5	35786	
08-DEC-12	"O"			0	9	5	35787	
09-DEC-12	"A"	12	13	60	0	5	35788	
09-DEC-12	"O"			0	7	5	35789	
10-DEC-12	"A"	17	14	45	0	5	35790	
10-DEC-12	"O"			0	9	5	35791	
11-DEC-12	"A"	18	17	100	0	5	35792	
11-DEC-12	"O"			0	9	5	35793	
12-DEC-12	"A"	15	14	90	0	5	35794	
12-DEC-12	"O"			0	6	5	35795	
13-DEC-12	"A"	16	15	75	0	5	35796	
13-DEC-12	"O"			0	8	5	35797	
14-DEC-12	"A"	15	13	75	0	5	35798	
14-DEC-12	"O"			0	8	5	35799	
15-DEC-12	"A"			0	9	5	35800	
15-DEC-12	"O"	15	18	75	9	5	35801	
16-DEC-12	"A"	15	14	60	0	5	35802	
16-DEC-12	"O"			0	9	5	35803	
17-DEC-12	"A"			0	0	5	35804	
17-DEC-12	"O"			0	9	5	35805	
18-DEC-12	"A"	15	17	100	0	5	35806	
18-DEC-12	"O"			0	9	5	35807	
19-DEC-12	"A"	13	15	90	0	5	35808	
19-DEC-12	"O"			0	7	5	35809	
20-DEC-12	"A"	11	18	100	0	5	35810	
20-DEC-12	"O"	13	14	20	8	5	35811	
21-DEC-12	"A"	13	14	60	0	5	35812	
21-DEC-12	"O"			0	9	5	35813	
22-DEC-12	"A"	13	15	60	0	5	35814	
22-DEC-12	"O"			0	10	5	35815	
23-DEC-12	"A"			0	0	5	35816	
23-DEC-12	"O"	14	19	60	5	5	35817	
24-DEC-12	"A"	13	12	60	0	5	35818	
24-DEC-12	"O"			0	9	5	35819	
25-DEC-12	"A"			0	0	5	35820	
25-DEC-12	"O"	13	14	0	10	5	35821	
26-DEC-12	"A"			0	0	5	35822	
26-DEC-12	"O"			0	7	5	35823	
27-DEC-12	"A"	14	16	80	0	5	35824	
27-DEC-12	"O"			0	9	5	35825	
28-DEC-12	"A"	15	15	75	0	5	35826	
28-DEC-12	"O"			0	8	5	35827	
29-DEC-12	"A"			50	0	5	35828	
29-DEC-12	"O"			0	9	5	35829	
30-DEC-12	"A"			0	0	5	35830	
30-DEC-12	"O"			0	9	5	35831	
31-DEC-12	"A"	15	19	90	0	5	35832	
31-DEC-12	"O"			0	8	5	35833	
01-JAN-13	"A"	13	14	45	0	5	35834	
01-JAN-13	"O"			0	6	5	35835	
02-JAN-13	"A"	17	15	100	0	5	35836	
02-JAN-13	"O"			0	10	5	35837	
03-JAN-13	"A"	15	15	100	0	5	35838	
03-JAN-13	"O"			0	9	5	35839	
04-JAN-13	"A"	14	13	75	0	5	35840	
04-JAN-13	"O"			0	8	5	35841	
05-JAN-13	"A"			0	0	5	35842	
05-JAN-13	"O"	13	14	150	7	5	35843	
06-JAN-13	"A"	14	13	50	0	5	35844	
06-JAN-13	"O"			0	9	5	35845	
07-JAN-13	"A"	15	13	45	0	5	35846	
07-JAN-13	"O"			0	8	5	35847	
08-JAN-13	"A"	14	11	90	0	5	35848	
08-JAN-13	"O"			0	9	5	35849	
09-JAN-13	"A"			0	0	5	35850	
09-JAN-13	"O"	15	14	100	7	5	35851	
10-JAN-13	"A"	13	15	100	0	5	35852	
10-JAN-13	"O"			0	8	5	35853	
11-JAN-13	"A"	13	13	80	0	5	35854	
11-JAN-13	"O"			0	6	5	35855	
12-JAN-13	"A"			0	0	5	35856	
12-JAN-13	"O"	18	13	150	9	5	35857	
13-JAN-13	"A"			0	0	5	35858	
13-JAN-13	"O"	10	13	63	10	5	35859	
14-JAN-13	"A"	13	13	45	0	5	35860	
14-JAN-13	"O"			0	9	5	35861	
15-JAN-13	"A"	15	15	90	0	5	35862	
15-JAN-13	"O"			0	8	5	35863	
16-JAN-13	"A"	14	14	90	0	5	35864	
16-JAN-13	"O"			0	8	5	35865	
17-JAN-13	"A"	15	16	100	0	5	35866	
17-JAN-13	"O"			0	8	5	35867	
18-JAN-13	"A"	15	13	80	0	5	35868	
18-JAN-13	"O"			0	9	5	35869	
19-JAN-13	"A"	14	14	60	0	5	35870	
19-JAN-13	"O"			0	9	5	35871	
20-JAN-13	"A"			0	0	5	35872	
20-JAN-13	"O"	15	19	90	9	5	35873	
21-JAN-13	"A"	12	14	40	0	5	35874	
21-JAN-13	"O"			0	8	5	35875	
22-JAN-13	"A"	14	17	100	0	5	35876	
22-JAN-13	"O"			0	9	5	35877	
23-JAN-13	"A"	14	15	90	0	5	35878	
23-JAN-13	"O"			0	8	5	35879	
24-JAN-13	"A"	12	16	80	0	5	35880	
24-JAN-13	"O"			0	8	5	35881	
25-JAN-13	"A"	12	14	90	0	5	35882	
25-JAN-13	"O"			0	10	5	35883	
26-JAN-13	"A"			0	0	5	35884	
26-JAN-13	"O"	10	17	120	8	5	35885	
27-JAN-13	"A"	10	13	50	0	5	35886	
27-JAN-13	"O"			0	8	5	35887	
28-JAN-13	"A"			0	0	5	35888	
28-JAN-13	"O"			0	8	5	35889	
29-JAN-13	"A"	13	15	100	0	5	35890	
29-JAN-13	"O"			0	9	5	35891	
30-JAN-13	"A"	14	16	100	0	5	35892	
30-JAN-13	"O"			0	10	5	35893	
31-JAN-13	"A"	12	14	75	0	5	35894	
31-JAN-13	"O"			0	9	5	35895	
01-FEB-13	"A"	13	13	80	0	5	35896	
01-FEB-13	"O"			0	8	5	35897	
02-FEB-13	"A"			0	0	5	35898	
02-FEB-13	"O"	14	15	120	8	5	35899	
03-FEB-13	"A"	15	13	45	0	5	35900	
03-FEB-13	"O"			0	10	5	35901	
04-FEB-13	"A"	15	13	45	0	5	35902	
04-FEB-13	"O"			0	10	5	35903	
05-FEB-13	"A"	15	14	90	0	5	35904	
05-FEB-13	"O"			0	10	5	35905	
06-FEB-13	"A"	15	15	100	0	5	35906	
06-FEB-13	"O"			0	7	5	35907	
07-FEB-13	"A"	15	14	100	0	5	35908	
07-FEB-13	"O"			0	10	5	35909	
08-FEB-13	"A"	15	14	80	0	5	35910	
08-FEB-13	"O"			0	9	5	35911	
09-FEB-13	"A"	15	19	75	0	5	35912	
09-FEB-13	"O"	14	13	45	8	5	35913	
10-FEB-13	"A"			0	0	5	35914	
10-FEB-13	"O"	15	18	90	8	5	35915	
11-FEB-13	"A"			0	0	5	35916	
11-FEB-13	"O"			0	9	5	35917	
12-FEB-13	"A"			0	0	5	35918	
12-FEB-13	"O"	14	15	80	8	5	35919	
13-FEB-13	"A"			0	0	5	35920	
13-FEB-13	"O"	14	14	90	8	5	35921	
14-FEB-13	"A"			0	0	5	35922	
14-FEB-13	"O"	17	18	95	8	5	35923	
15-FEB-13	"A"	14	14	75	0	5	35924	
15-FEB-13	"O"			0	6	5	35925	
16-FEB-13	"A"	16	11	30	0	5	35926	
16-FEB-13	"O"			0	9	5	35927	
17-FEB-13	"A"			0	0	5	35928	
17-FEB-13	"O"	13	14	52	10	5	35929	
18-FEB-13	"A"			0	0	5	35930	
18-FEB-13	"O"	14	16	50	8	5	35931	
19-FEB-13	"A"	14	14	90	0	5	35932	
19-FEB-13	"O"			0	8	5	35933	
20-FEB-13	"A"	15	15	90	0	5	35934	
20-FEB-13	"O"			0	8	5	35935	
21-FEB-13	"A"	13	15	90	0	5	35936	
21-FEB-13	"O"			0	8	5	35937	
22-FEB-13	"A"	14	14	75	0	5	35938	
22-FEB-13	"O"			0	8	5	35939	
23-FEB-13	"A"			0	0	5	35940	
23-FEB-13	"O"	13	14	63	8	5	35941	
24-FEB-13	"A"			0	0	5	35942	
24-FEB-13	"O"	12	16	65	8	5	35943	
25-FEB-13	"A"	15	14	60	0	5	35944	
25-FEB-13	"O"			0	9	5	35945	
26-FEB-13	"A"	14	15	100	0	5	35946	
26-FEB-13	"O"			0	8	5	35947	
27-FEB-13	"A"	13	13	75	0	5	35948	
27-FEB-13	"O"			0	8	5	35949	
28-FEB-13	"A"	11	14	75	0	5	35950	
28-FEB-13	"O"			0	9	5	35951	
01-MAR-13	"A"			0	0	5	35952	
01-MAR-13	"O"			0	8	5	35953	
02-MAR-13	"A"			0	0	5	35954	
02-MAR-13	"O"	13	19	90	8	5	35955	
03-MAR-13	"A"			0	0	5	35956	
03-MAR-13	"O"	9	12	65	10	5	35957	
04-MAR-13	"A"	10	15	65	0	5	35958	
04-MAR-13	"O"			0	8	5	35959	
05-MAR-13	"A"	12	17	100	0	5	35960	
05-MAR-13	"O"			0	9	5	35961	
06-MAR-13	"A"	13	16	75	0	5	35962	
06-MAR-13	"O"			0	7	5	35963	
07-MAR-13	"A"	12	13	55	0	5	35964	
07-MAR-13	"O"			0	9	5	35965	
08-MAR-13	"A"	13	14	75	0	5	35966	
08-MAR-13	"O"			0	7	5	35967	
09-MAR-13	"A"			0	0	5	35968	
09-MAR-13	"O"	13	14	60	9	5	35969	
10-MAR-13	"A"			0	0	5	35970	
10-MAR-13	"O"			0	9	5	35971	
11-MAR-13	"A"	15	14	75	0	5	35972	
11-MAR-13	"O"			0	9	5	35973	
12-MAR-13	"A"	15	16	100	0	5	35974	
12-MAR-13	"O"			0	9	5	35975	
13-MAR-13	"A"	14	15	90	0	5	35976	
13-MAR-13	"O"			0	8	5	35977	
14-MAR-13	"A"	14	15	100	0	5	35978	
14-MAR-13	"O"			0	9	5	35979	
15-MAR-13	"A"	14	13	75	0	5	35980	
15-MAR-13	"O"			0	7	5	35981	
16-MAR-13	"A"			0	0	5	35982	
16-MAR-13	"O"	15	18	180	9	5	35983	
17-MAR-13	"A"	8	13	45	0	5	35984	
17-MAR-13	"O"			0	10	5	35985	
18-MAR-13	"A"	10	13	45	0	5	35986	
18-MAR-13	"O"			0	10	5	35987	
19-MAR-13	"A"	13	13	70	0	5	35988	
19-MAR-13	"O"			0	9	5	35989	
20-MAR-13	"A"	13	13	75	0	5	35990	
20-MAR-13	"O"			0	6	5	35991	
21-MAR-13	"A"			0	0	5	35992	
21-MAR-13	"O"			0	7	5	35993	
22-MAR-13	"A"			0	0	5	35994	
22-MAR-13	"O"			0	7	5	35995	
23-MAR-13	"A"			0	0	5	35996	
23-MAR-13	"O"			0	7	5	35997	
24-MAR-13	"A"			0	0	5	35998	
24-MAR-13	"O"			0	9	5	35999	
25-MAR-13	"A"	12	12	30	0	5	36000	
25-MAR-13	"O"			0	7	5	36001	
26-MAR-13	"A"	14	15	60	0	5	36002	
26-MAR-13	"O"			0	9	5	36003	
27-MAR-13	"A"	14	14	75	0	5	36004	
27-MAR-13	"O"			0	7	5	36005	
28-MAR-13	"A"			0	0	5	36006	
28-MAR-13	"O"			0	7	5	36007	
29-MAR-13	"A"			0	0	5	36008	
29-MAR-13	"O"			0	9	5	36009	
30-MAR-13	"A"			0	0	5	36010	
30-MAR-13	"O"			0	9	5	36011	
31-MAR-13	"A"			0	0	5	36012	
31-MAR-13	"O"			0	5	5	36013	
01-APR-13	"A"			0	0	5	36014	
01-APR-13	"O"			0	9	5	36015	
02-APR-13	"A"	16	16	130	0	5	36016	
02-APR-13	"O"			0	9	5	36017	
03-APR-13	"A"	14	15	90	0	5	36018	
03-APR-13	"O"			0	8	5	36019	
04-APR-13	"A"	15	14	45	0	5	36020	
04-APR-13	"O"			0	7	5	36021	
05-APR-13	"A"	15	14	100	0	5	36022	
05-APR-13	"O"			0	7	5	36023	
06-APR-13	"A"			0	0	5	36024	
06-APR-13	"O"	16	16	60	8	5	36025	
07-APR-13	"A"	12	13	60	0	5	36026	
07-APR-13	"O"	12	14	60	9	5	36027	
08-APR-13	"A"	15	14	60	0	5	36028	
08-APR-13	"O"			0	7	5	36029	
09-APR-13	"A"	15	15	90	0	5	36030	
09-APR-13	"O"			0	7	5	36031	
10-APR-13	"A"	14	14	100	0	5	36032	
10-APR-13	"O"			0	6	5	36033	
11-APR-13	"A"	15	15	90	0	5	36034	
11-APR-13	"O"			0	8	5	36035	
12-APR-13	"A"	14	13	90	0	5	36036	
12-APR-13	"O"			0	8	5	36037	
13-APR-13	"A"			0	1	5	36038	
13-APR-13	"O"	12	16	120	8	5	36039	
14-APR-13	"A"			0	0	5	36040	
14-APR-13	"O"	11	14	120	8	5	36041	
15-APR-13	"A"	14	13	60	0	5	36042	
15-APR-13	"O"			0	8	5	36043	
16-APR-13	"A"	14	14	0	0	5	36044	
16-APR-13	"O"			0	8	5	36045	
17-APR-13	"A"			25	0	5	36046	
17-APR-13	"O"			0	7	5	36047	
18-APR-13	"A"	15	13	70	0	5	36048	
18-APR-13	"O"			0	8	5	36049	
19-APR-13	"A"	13	14	30	0	5	36050	
