"DATES"	"MOMENT"	"TQR"	"RPE"	"DURATION"	"SLEEP"	"PERSON_ID"	"ID"	"TQR_OF_RPE"
06-AUG-12	"O"			0	9	13	13290	
07-AUG-12	"A"	14	14	100	0	13	13291	
07-AUG-12	"O"			0	8	13	13292	
08-AUG-12	"A"	13	13	90	0	13	13293	
08-AUG-12	"O"	14	12	45	8	13	13294	
09-AUG-12	"A"	14	16	60	0	13	13295	
09-AUG-12	"O"			0	8	13	13296	
10-AUG-12	"A"	13	12	30	0	13	13297	
10-AUG-12	"O"			0	9	13	13298	
11-AUG-12	"A"			0	0	13	13299	
11-AUG-12	"O"	12	13	60	9	13	13300	
12-AUG-12	"A"			0	0	13	13301	
12-AUG-12	"O"			0	9	13	13302	
13-AUG-12	"A"	12	13	45	0	13	13303	
13-AUG-12	"O"	15	12	30	9	13	13304	
14-AUG-12	"A"	14	14	8	0	13	13305	
14-AUG-12	"O"			0	9	13	13306	
15-AUG-12	"A"	14	14	90	0	13	13307	
15-AUG-12	"O"	14	12	20	9	13	13308	
16-AUG-12	"A"	14	13	90	0	13	13309	
16-AUG-12	"O"			0	8	13	13310	
17-AUG-12	"A"			0	0	13	13311	
17-AUG-12	"O"			0	8	13	13312	
18-AUG-12	"A"	13	15	60	0	13	13313	
18-AUG-12	"O"			0	9	13	13314	
19-AUG-12	"A"			0	0	13	13315	
19-AUG-12	"O"			0	9	13	13316	
20-AUG-12	"A"	13	12	70	0	13	13317	
20-AUG-12	"O"	14	11	30	9	13	13318	
21-AUG-12	"A"	14	12	45	0	13	13319	
21-AUG-12	"O"			0	8	13	13320	
22-AUG-12	"A"			0	0	13	13321	
22-AUG-12	"O"			0	8	13	13322	
23-AUG-12	"A"	13	14	90	0	13	13323	
23-AUG-12	"O"			0	8	13	13324	
24-AUG-12	"A"	14	12	70	0	13	13325	
24-AUG-12	"O"			0	8	13	13326	
25-AUG-12	"A"			0	0	13	13327	
25-AUG-12	"O"			0	8	13	13328	
26-AUG-12	"A"			0	0	13	13329	
26-AUG-12	"O"			0	6	13	13330	
27-AUG-12	"A"	13	14	50	0	13	13331	
27-AUG-12	"O"	14	11	30	8	13	13332	
28-AUG-12	"A"	14	15	120	0	13	13333	
28-AUG-12	"O"			0	9	13	13334	
29-AUG-12	"A"	12	13	90	0	13	13335	
29-AUG-12	"O"			0	10	13	13336	
30-AUG-12	"A"	14	15	60	0	13	13337	
30-AUG-12	"O"	12	12	30	9	13	13338	
31-AUG-12	"A"	14	11	60	0	13	13339	
31-AUG-12	"O"			0	8	13	13340	
01-SEP-12	"A"	14	15	60	0	13	13341	
01-SEP-12	"O"			0	8	13	13342	
02-SEP-12	"A"			0	0	13	13343	
02-SEP-12	"O"	14	14	210	9	13	13344	
03-SEP-12	"A"	12	14	90	0	13	13345	
03-SEP-12	"O"	12	12	30	8	13	13346	
04-SEP-12	"A"	14	15	120	0	13	13347	
04-SEP-12	"O"			0	8	13	13348	
05-SEP-12	"A"	14	15	60	0	13	13349	
05-SEP-12	"O"	14	12	30	8	13	13350	
06-SEP-12	"A"	13	15	60	0	13	13351	
06-SEP-12	"O"			0	8	13	13352	
07-SEP-12	"A"	14	12	40	0	13	13353	
07-SEP-12	"O"			0	9	13	13354	
08-SEP-12	"A"	15	17	90	0	13	13355	
08-SEP-12	"O"			0	9	13	13356	
09-SEP-12	"A"			0	0	13	13357	
09-SEP-12	"O"			0	9	13	13358	
10-SEP-12	"A"			0	0	13	13359	
10-SEP-12	"O"	12	12	30	8	13	13360	
11-SEP-12	"A"			0	0	13	13361	
11-SEP-12	"O"			0	6	13	13362	
12-SEP-12	"A"			0	0	13	13363	
12-SEP-12	"O"	13	12	30	7	13	13364	
13-SEP-12	"A"	13	12	120	0	13	13365	
13-SEP-12	"O"			0	9	13	13366	
14-SEP-12	"A"	14	14	65	0	13	13367	
14-SEP-12	"O"			0	7	13	13368	
15-SEP-12	"A"	14	16	120	0	13	13369	
15-SEP-12	"O"			0	9	13	13370	
16-SEP-12	"A"	11	13	90	0	13	13371	
16-SEP-12	"O"			0	9	13	13372	
17-SEP-12	"A"	13	14	60	0	13	13373	
17-SEP-12	"O"			0	8	13	13374	
18-SEP-12	"A"	13	14	120	0	13	13375	
18-SEP-12	"O"			0	8	13	13376	
19-SEP-12	"A"			0	0	13	13377	
19-SEP-12	"O"			0	6	13	13378	
20-SEP-12	"A"			0	0	13	13379	
20-SEP-12	"O"			0	9	13	13380	
21-SEP-12	"A"			0	0	13	13381	
21-SEP-12	"O"			0	9	13	13382	
22-SEP-12	"A"			0	0	13	13383	
22-SEP-12	"O"	12	13	45	9	13	13384	
23-SEP-12	"A"			0	0	13	13385	
23-SEP-12	"O"	12	13	45	9	13	13386	
24-SEP-12	"A"			0	0	13	13387	
24-SEP-12	"O"	13	15	90	10	13	13388	
25-SEP-12	"A"			0	0	13	13389	
25-SEP-12	"O"			0	9	13	13390	
26-SEP-12	"A"	14	15	90	0	13	13391	
26-SEP-12	"O"			0	7	13	13392	
27-SEP-12	"A"	13	15	120	0	13	13393	
27-SEP-12	"O"			0	9	13	13394	
28-SEP-12	"A"	13	13	45	0	13	13395	
28-SEP-12	"O"			0	10	13	13396	
29-SEP-12	"A"	14	16	120	0	13	13397	
29-SEP-12	"O"			0	7	13	13398	
30-SEP-12	"A"	13	14	65	0	13	13399	
30-SEP-12	"O"	13	11	60	9	13	13400	
01-OCT-12	"A"	13	15	120	0	13	13401	
01-OCT-12	"O"			0	8	13	13402	
02-OCT-12	"A"			0	0	13	13403	
02-OCT-12	"O"	12	16	120	8	13	13404	
03-OCT-12	"A"			0	0	13	13405	
03-OCT-12	"O"	11	12	30	7	13	13406	
04-OCT-12	"A"	14	13	120	0	13	13407	
04-OCT-12	"O"			0	7	13	13408	
05-OCT-12	"A"			0	0	13	13409	
05-OCT-12	"O"	12	17	30	7	13	13410	
06-OCT-12	"A"			0	0	13	13411	
06-OCT-12	"O"			0	9	13	13412	
07-OCT-12	"A"			0	0	13	13413	
07-OCT-12	"O"	10	15	65	10	13	13414	
08-OCT-12	"A"	13	13	60	0	13	13415	
08-OCT-12	"O"	12	12	30	8	13	13416	
09-OCT-12	"A"	14	14	120	0	13	13417	
09-OCT-12	"O"			0	9	13	13418	
10-OCT-12	"A"	14	14	90	0	13	13419	
10-OCT-12	"O"	14	13	30	8	13	13420	
11-OCT-12	"A"	15	12	70	0	13	13421	
11-OCT-12	"O"			0	8	13	13422	
12-OCT-12	"A"	15	13	50	0	13	13423	
12-OCT-12	"O"			0	8	13	13424	
13-OCT-12	"A"			0	0	13	13425	
13-OCT-12	"O"	15	12	45	9	13	13426	
14-OCT-12	"A"	16	17	60	0	13	13427	
14-OCT-12	"O"			0	9	13	13428	
15-OCT-12	"A"	12	13	60	0	13	13429	
15-OCT-12	"O"			0	8	13	13430	
16-OCT-12	"A"	15	14	120	0	13	13431	
16-OCT-12	"O"			0	9	13	13432	
17-OCT-12	"A"	14	15	120	0	13	13433	
17-OCT-12	"O"	14	12	30	8	13	13434	
18-OCT-12	"A"	12	15	120	0	13	13435	
18-OCT-12	"O"			0	9	13	13436	
19-OCT-12	"A"	13	14	50	0	13	13437	
19-OCT-12	"O"	13	12	20	8	13	13438	
20-OCT-12	"A"	14	12	20	0	13	13439	
20-OCT-12	"O"			0	7	13	13440	
21-OCT-12	"A"	15	14	80	0	13	13441	
21-OCT-12	"O"			0	9	13	13442	
22-OCT-12	"A"	14	14	120	0	13	13443	
22-OCT-12	"O"	13	12	30	8	13	13444	
23-OCT-12	"A"	13	14	120	0	13	13445	
23-OCT-12	"O"			0	8	13	13446	
24-OCT-12	"A"	13	14	70	0	13	13447	
24-OCT-12	"O"	12	13	45	7	13	13448	
25-OCT-12	"A"			0	0	13	13449	
25-OCT-12	"O"	14	13	120	8	13	13450	
26-OCT-12	"A"	14	12	50	0	13	13451	
26-OCT-12	"O"			0	7	13	13452	
27-OCT-12	"A"	14	15	120	0	13	13453	
27-OCT-12	"O"	15	13	30	8	13	13454	
28-OCT-12	"A"	14	15	90	0	13	13455	
28-OCT-12	"O"			0	10	13	13456	
29-OCT-12	"A"	15	12	60	0	13	13457	
29-OCT-12	"O"			0	8	13	13458	
30-OCT-12	"A"	15	13	120	0	13	13459	
30-OCT-12	"O"			0	9	13	13460	
31-OCT-12	"A"	14	14	90	0	13	13461	
31-OCT-12	"O"			0	7	13	13462	
01-NOV-12	"A"	13	16	120	0	13	13463	
01-NOV-12	"O"			0	7	13	13464	
02-NOV-12	"A"			0	0	13	13465	
02-NOV-12	"O"	11	12	30	7	13	13466	
03-NOV-12	"A"	12	15	120	0	13	13467	
03-NOV-12	"O"			0	9	13	13468	
04-NOV-12	"A"	11	12	80	0	13	13469	
04-NOV-12	"O"			0	7	13	13470	
05-NOV-12	"A"	14	13	90	0	13	13471	
05-NOV-12	"O"			0	7	13	13472	
06-NOV-12	"A"	13	15	120	0	13	13473	
06-NOV-12	"O"			0	8	13	13474	
07-NOV-12	"A"	14	15	70	0	13	13475	
07-NOV-12	"O"	14	14	45	7	13	13476	
08-NOV-12	"A"			0	0	13	13477	
08-NOV-12	"O"			0	7	13	13478	
09-NOV-12	"A"			0	0	13	13479	
09-NOV-12	"O"			0	7	13	13480	
10-NOV-12	"A"	14	14	65	0	13	13481	
10-NOV-12	"O"	15	17	120	7	13	13482	
11-NOV-12	"A"			0	0	13	13483	
11-NOV-12	"O"	13	14	80	7	13	13484	
12-NOV-12	"A"	13	13	30	0	13	13485	
12-NOV-12	"O"			0	8	13	13486	
13-NOV-12	"A"	14	15	120	0	13	13487	
13-NOV-12	"O"			0	8	13	13488	
14-NOV-12	"A"	15	15	100	0	13	13489	
14-NOV-12	"O"			0	8	13	13490	
15-NOV-12	"A"	15	16	120	0	13	13491	
15-NOV-12	"O"			0	8	13	13492	
16-NOV-12	"A"	15	14	45	0	13	13493	
16-NOV-12	"O"			0	8	13	13494	
17-NOV-12	"A"			0	0	13	13495	
17-NOV-12	"O"	15	17	120	8	13	13496	
18-NOV-12	"A"			0	0	13	13497	
18-NOV-12	"O"	15	14	60	9	13	13498	
19-NOV-12	"A"	13	12	45	0	13	13499	
19-NOV-12	"O"			0	8	13	13500	
20-NOV-12	"A"	14	14	120	0	13	13501	
20-NOV-12	"O"			0	9	13	13502	
21-NOV-12	"A"	13	12	45	0	13	13503	
21-NOV-12	"O"			0	8	13	13504	
22-NOV-12	"A"	13	14	120	0	13	13505	
22-NOV-12	"O"			0	9	13	13506	
23-NOV-12	"A"			0	8	13	13507	
23-NOV-12	"O"			0	8	13	13508	
24-NOV-12	"A"	15	11	35	0	13	13509	
24-NOV-12	"O"			0	9	13	13510	
25-NOV-12	"A"			0	0	13	13511	
25-NOV-12	"O"	15	17	120	8	13	13512	
26-NOV-12	"A"	13	13	45	0	13	13513	
26-NOV-12	"O"	14	12	25	8	13	13514	
27-NOV-12	"A"	14	15	120	0	13	13515	
27-NOV-12	"O"			0	8	13	13516	
28-NOV-12	"A"	12	12	60	0	13	13517	
28-NOV-12	"O"	12	13	30	8	13	13518	
29-NOV-12	"A"	16	14	120	0	13	13519	
29-NOV-12	"O"			0	8	13	13520	
30-NOV-12	"A"	13	14	45	0	13	13521	
30-NOV-12	"O"			0	8	13	13522	
01-DEC-12	"A"			0	0	13	13523	
01-DEC-12	"O"	14	15	120	7	13	13524	
02-DEC-12	"A"			0	0	13	13525	
02-DEC-12	"O"	15	14	75	9	13	13526	
03-DEC-12	"A"	14	13	90	0	13	13527	
03-DEC-12	"O"			0	8	13	13528	
04-DEC-12	"A"	14	15	120	0	13	13529	
04-DEC-12	"O"			0	9	13	13530	
05-DEC-12	"A"	14	14	90	0	13	13531	
05-DEC-12	"O"	15	12	40	8	13	13532	
06-DEC-12	"A"	14	15	120	8	13	13533	
06-DEC-12	"O"			0	8	13	13534	
07-DEC-12	"A"	14	12	45	0	13	13535	
07-DEC-12	"O"			0	8	13	13536	
08-DEC-12	"A"	13	14	90	0	13	13537	
08-DEC-12	"O"			0	10	13	13538	
09-DEC-12	"A"	12	13	65	0	13	13539	
09-DEC-12	"O"			0	6	13	13540	
10-DEC-12	"A"	14	14	90	0	13	13541	
10-DEC-12	"O"			0	9	13	13542	
11-DEC-12	"A"	11	14	120	0	13	13543	
11-DEC-12	"O"			0	8	13	13544	
12-DEC-12	"A"	14	13	80	0	13	13545	
12-DEC-12	"O"	12	12	45	8	13	13546	
13-DEC-12	"A"	12	13	120	0	13	13547	
13-DEC-12	"O"			0	9	13	13548	
14-DEC-12	"A"	12	11	45	0	13	13549	
14-DEC-12	"O"			0	8	13	13550	
15-DEC-12	"A"			0	0	13	13551	
15-DEC-12	"O"			0	9	13	13552	
16-DEC-12	"A"			0	0	13	13553	
16-DEC-12	"O"	14	14	90	9	13	13554	
17-DEC-12	"A"	14	13	70	0	13	13555	
17-DEC-12	"O"	14	12	30	8	13	13556	
18-DEC-12	"A"	14	15	120	0	13	13557	
18-DEC-12	"O"			0	8	13	13558	
19-DEC-12	"A"	14	14	120	0	13	13559	
19-DEC-12	"O"			0	9	13	13560	
20-DEC-12	"A"			0	0	13	13561	
20-DEC-12	"O"	14	12	30	8	13	13562	
21-DEC-12	"A"	13	13	60	0	13	13563	
21-DEC-12	"O"			0	9	13	13564	
22-DEC-12	"A"			0	0	13	13565	
22-DEC-12	"O"			0	9	13	13566	
23-DEC-12	"A"	14	13	65	0	13	13567	
23-DEC-12	"O"	12	14	35	9	13	13568	
24-DEC-12	"A"	14	14	120	0	13	13569	
24-DEC-12	"O"			0	9	13	13570	
25-DEC-12	"A"			0	0	13	13571	
25-DEC-12	"O"	14	13	50	8	13	13572	
26-DEC-12	"A"	14	14	70	0	13	13573	
26-DEC-12	"O"			0	9	13	13574	
27-DEC-12	"A"	13	14	120	0	13	13575	
27-DEC-12	"O"			0	9	13	13576	
28-DEC-12	"A"			0	0	13	13577	
28-DEC-12	"O"	13	13	50	8	13	13578	
29-DEC-12	"A"			0	0	13	13579	
29-DEC-12	"O"			0	8	13	13580	
30-DEC-12	"A"	14	14	90	0	13	13581	
30-DEC-12	"O"			0	9	13	13582	
31-DEC-12	"A"	14	13	45	0	13	13583	
31-DEC-12	"O"	13	14	90	9	13	13584	
01-JAN-13	"A"	14	14	65	2	13	13585	
01-JAN-13	"O"	13	13	40	8	13	13586	
02-JAN-13	"A"	13	15	70	0	13	13587	
02-JAN-13	"O"	13	13	45	9	13	13588	
03-JAN-13	"A"	14	15	120	0	13	13589	
03-JAN-13	"O"			0	9	13	13590	
04-JAN-13	"A"			0	0	13	13591	
04-JAN-13	"O"	14	14	70	9	13	13592	
05-JAN-13	"A"	15	15	120	0	13	13593	
05-JAN-13	"O"	14	15	120	9	13	13594	
06-JAN-13	"A"			0	0	13	13595	
06-JAN-13	"O"	14	14	85	9	13	13596	
07-JAN-13	"A"	13	15	120	0	13	13597	
07-JAN-13	"O"			0	9	13	13598	
08-JAN-13	"A"	14	15	80	0	13	13599	
08-JAN-13	"O"	12	14	45	9	13	13600	
09-JAN-13	"A"	14	14	90	0	13	13601	
09-JAN-13	"O"	14	14	45	9	13	13602	
10-JAN-13	"A"	14	15	120	0	13	13603	
10-JAN-13	"O"			0	9	13	13604	
11-JAN-13	"A"	12	14	45	0	13	13605	
11-JAN-13	"O"	12	12	50	9	13	13606	
12-JAN-13	"A"			0	0	13	13607	
12-JAN-13	"O"	13	14	90	7	13	13608	
13-JAN-13	"A"	14	14	60	0	13	13609	
13-JAN-13	"O"			0	9	13	13610	
14-JAN-13	"A"	14	13	90	0	13	13611	
14-JAN-13	"O"			0	8	13	13612	
15-JAN-13	"A"	12	14	120	0	13	13613	
15-JAN-13	"O"			0	9	13	13614	
16-JAN-13	"A"	15	14	90	0	13	13615	
16-JAN-13	"O"	13	14	40	8	13	13616	
17-JAN-13	"A"	14	15	120	0	13	13617	
17-JAN-13	"O"			0	7	13	13618	
18-JAN-13	"A"	13	11	50	0	13	13619	
18-JAN-13	"O"			0	8	13	13620	
19-JAN-13	"A"	14	15	120	0	13	13621	
19-JAN-13	"O"			0	9	13	13622	
20-JAN-13	"A"	14	13	65	0	13	13623	
20-JAN-13	"O"			0	9	13	13624	
21-JAN-13	"A"	14	13	90	0	13	13625	
21-JAN-13	"O"			0	8	13	13626	
22-JAN-13	"A"	14	15	120	0	13	13627	
22-JAN-13	"O"			0	9	13	13628	
23-JAN-13	"A"	14	13	90	0	13	13629	
23-JAN-13	"O"	13	12	45	8	13	13630	
24-JAN-13	"A"	14	15	120	0	13	13631	
24-JAN-13	"O"			0	7	13	13632	
25-JAN-13	"A"	14	15	65	0	13	13633	
25-JAN-13	"O"			0	8	13	13634	
26-JAN-13	"A"			0	0	13	13635	
26-JAN-13	"O"	14	15	150	9	13	13636	
27-JAN-13	"A"	14	14	80	0	13	13637	
27-JAN-13	"O"			0	10	13	13638	
28-JAN-13	"A"	15	14	90	0	13	13639	
28-JAN-13	"O"	13	12	40	8	13	13640	
29-JAN-13	"A"	14	15	120	120	13	13641	
29-JAN-13	"O"			0	9	13	13642	
30-JAN-13	"A"	14	13	120	0	13	13643	
30-JAN-13	"O"			0	7	13	13644	
31-JAN-13	"A"	11	13	120	0	13	13645	
31-JAN-13	"O"			0	7	13	13646	
01-FEB-13	"A"	13	13	45	0	13	13647	
01-FEB-13	"O"			0	9	13	13648	
02-FEB-13	"A"	14	17	90	0	13	13649	
02-FEB-13	"O"			0	9	13	13650	
03-FEB-13	"A"			0	0	13	13651	
03-FEB-13	"O"	13	14	70	9	13	13652	
04-FEB-13	"A"	14	14	60	0	13	13653	
04-FEB-13	"O"			0	8	13	13654	
05-FEB-13	"A"	14	14	120	0	13	13655	
05-FEB-13	"O"			0	7	13	13656	
06-FEB-13	"A"	14	14	90	0	13	13657	
06-FEB-13	"O"	14	14	30	8	13	13658	
07-FEB-13	"A"	15	17	120	0	13	13659	
07-FEB-13	"O"			0	8	13	13660	
08-FEB-13	"A"	13	14	50	0	13	13661	
08-FEB-13	"O"			0	8	13	13662	
09-FEB-13	"A"			0	0	13	13663	
09-FEB-13	"O"	13	15	120	9	13	13664	
10-FEB-13	"A"	14	14	80	0	13	13665	
10-FEB-13	"O"			0	10	13	13666	
11-FEB-13	"A"	14	13	50	0	13	13667	
11-FEB-13	"O"			0	8	13	13668	
12-FEB-13	"A"	13	14	120	0	13	13669	
12-FEB-13	"O"			0	8	13	13670	
13-FEB-13	"A"	14	13	30	0	13	13671	
13-FEB-13	"O"	14	12	30	8	13	13672	
14-FEB-13	"A"	14	13	55	0	13	13673	
14-FEB-13	"O"			0	8	13	13674	
15-FEB-13	"A"	15	11	30	0	13	13675	
15-FEB-13	"O"			0	9	13	13676	
16-FEB-13	"A"	15	16	90	0	13	13677	
16-FEB-13	"O"			0	9	13	13678	
17-FEB-13	"A"	15	15	120	0	13	13679	
17-FEB-13	"O"			0	6	13	13680	
18-FEB-13	"A"	12	12	40	0	13	13681	
18-FEB-13	"O"			0	9	13	13682	
19-FEB-13	"A"	13	14	120	8	13	13683	
19-FEB-13	"O"			0	8	13	13684	
20-FEB-13	"A"	12	13	45	0	13	13685	
20-FEB-13	"O"			0	9	13	13686	
21-FEB-13	"A"	14	13	60	0	13	13687	
21-FEB-13	"O"	13	13	75	9	13	13688	
22-FEB-13	"A"	14	13	60	0	13	13689	
22-FEB-13	"O"			0	8	13	13690	
23-FEB-13	"A"			0	0	13	13691	
23-FEB-13	"O"			0	8	13	13692	
24-FEB-13	"A"			0	0	13	13693	
24-FEB-13	"O"	13	14	75	9	13	13694	
25-FEB-13	"A"	13	12	50	0	13	13695	
25-FEB-13	"O"	14	13	35	8	13	13696	
26-FEB-13	"A"	13	14	120	0	13	13697	
26-FEB-13	"O"			0	8	13	13698	
27-FEB-13	"A"	12	13	90	0	13	13699	
27-FEB-13	"O"			0	8	13	13700	
28-FEB-13	"A"	13	14	120	0	13	13701	
28-FEB-13	"O"			0	9	13	13702	
01-MAR-13	"A"	13	12	30	0	13	13703	
01-MAR-13	"O"			0	8	13	13704	
02-MAR-13	"A"			0	0	13	13705	
02-MAR-13	"O"	13	15	70	8	13	13706	
03-MAR-13	"A"			0	0	13	13707	
03-MAR-13	"O"	11	12	80	9	13	13708	
04-MAR-13	"A"	14	12	60	0	13	13709	
04-MAR-13	"O"			0	8	13	13710	
05-MAR-13	"A"	14	15	120	0	13	13711	
05-MAR-13	"O"			0	9	13	13712	
06-MAR-13	"A"	13	14	90	0	13	13713	
06-MAR-13	"O"	13	12	30	8	13	13714	
07-MAR-13	"A"	12	14	120	0	13	13715	
07-MAR-13	"O"			0	8	13	13716	
08-MAR-13	"A"			0	8	13	13717	
08-MAR-13	"O"	12	12	35	7	13	13718	
09-MAR-13	"A"			0	8	13	13719	
09-MAR-13	"O"	14	13	60	9	13	13720	
10-MAR-13	"A"	12	13	60	0	13	13721	
10-MAR-13	"O"			0	9	13	13722	
11-MAR-13	"A"	14	13	60	0	13	13723	
11-MAR-13	"O"			0	8	13	13724	
12-MAR-13	"A"	13	13	120	0	13	13725	
12-MAR-13	"O"			0	8	13	13726	
13-MAR-13	"A"	13	13	90	0	13	13727	
13-MAR-13	"O"	13	12	45	7	13	13728	
14-MAR-13	"A"	14	15	120	0	13	13729	
14-MAR-13	"O"			0	8	13	13730	
15-MAR-13	"A"	13	12	60	0	13	13731	
15-MAR-13	"O"			0	9	13	13732	
16-MAR-13	"A"	11	12	45	3	13	13733	
16-MAR-13	"O"			0	3	13	13734	
17-MAR-13	"A"	12	13	60	0	13	13735	
17-MAR-13	"O"			0	7	13	13736	
18-MAR-13	"A"			0	0	13	13737	
18-MAR-13	"O"	12	14	45	8	13	13738	
19-MAR-13	"A"	12	13	45	0	13	13739	
19-MAR-13	"O"			0	7	13	13740	
20-MAR-13	"A"	14	14	60	9	13	13741	
20-MAR-13	"O"			0	4	13	13742	
21-MAR-13	"A"			0	0	13	13743	
21-MAR-13	"O"			0	9	13	13744	
22-MAR-13	"A"	14	13	50	0	13	13745	
22-MAR-13	"O"	13	12	45	8	13	13746	
23-MAR-13	"A"	12	14	45	0	13	13747	
23-MAR-13	"O"			0	8	13	13748	
24-MAR-13	"A"	14	11	60	0	13	13749	
24-MAR-13	"O"			0	8	13	13750	
25-MAR-13	"A"	14	12	180	0	13	13751	
25-MAR-13	"O"	13	13	40	8	13	13752	
26-MAR-13	"A"			0	0	13	13753	
26-MAR-13	"O"			0	8	13	13754	
27-MAR-13	"A"			0	0	13	13755	
27-MAR-13	"O"			0	8	13	13756	
28-MAR-13	"A"	14	16	120	0	13	13757	
28-MAR-13	"O"			0	9	13	13758	
29-MAR-13	"A"	14	14	30	0	13	13759	
29-MAR-13	"O"			0	8	13	13760	
30-MAR-13	"A"			0	0	13	13761	
30-MAR-13	"O"	13	15	120	8	13	13762	
31-MAR-13	"A"	13	14	60	0	13	13763	
31-MAR-13	"O"			0	8	13	13764	
01-APR-13	"A"			0	0	13	13765	
01-APR-13	"O"	14	13	90	9	13	13766	
02-APR-13	"A"	14	16	120	0	13	13767	
02-APR-13	"O"			0	8	13	13768	
03-APR-13	"A"	13	14	90	0	13	13769	
03-APR-13	"O"	13	13	30	8	13	13770	
04-APR-13	"A"	12	13	65	0	13	13771	
04-APR-13	"O"			0	8	13	13772	
05-APR-13	"A"	13	12	30	0	13	13773	
05-APR-13	"O"			0	9	13	13774	
06-APR-13	"A"	14	16	120	0	13	13775	
06-APR-13	"O"			0	9	13	13776	
07-APR-13	"A"			0	0	13	13777	
07-APR-13	"O"	12	13	70	9	13	13778	
08-APR-13	"A"			0	0	13	13779	
08-APR-13	"O"			0	8	13	13780	
09-APR-13	"A"	14	15	120	8	13	13781	
09-APR-13	"O"			0	8	13	13782	
10-APR-13	"A"	14	15	90	0	13	13783	
10-APR-13	"O"	11	11	10	9	13	13784	
11-APR-13	"A"	14	15	120	0	13	13785	
11-APR-13	"O"			0	8	13	13786	
12-APR-13	"A"	11	12	45	0	13	13787	
12-APR-13	"O"			0	8	13	13788	
13-APR-13	"A"			0	8	13	13789	
13-APR-13	"O"	14	16	120	9	13	13790	
14-APR-13	"A"			0	0	13	13791	
14-APR-13	"O"	14	13	120	9	13	13792	
15-APR-13	"A"	14	13	50	0	13	13793	
15-APR-13	"O"			0	7	13	13794	
16-APR-13	"A"			0	0	13	13795	
16-APR-13	"O"	13	11	60	5	13	13796	
17-APR-13	"A"	14	14	90	0	13	13797	
17-APR-13	"O"	13	12	35	8	13	13798	
18-APR-13	"A"	13	14	70	0	13	13799	
18-APR-13	"O"			0	9	13	13800	
19-APR-13	"A"	13	13	45	0	13	13801	
19-APR-13	"O"			0	8	13	13802	
20-APR-13	"A"	14	13	65	0	13	13803	
20-APR-13	"O"			0	8	13	13804	
21-APR-13	"A"	14	17	120	0	13	13805	
21-APR-13	"O"			0	8	13	13806	
22-APR-13	"A"	13	14	90	0	13	13807	
22-APR-13	"O"	11	12	30	9	13	13808	
23-APR-13	"A"	14	16	120	0	13	13809	
23-APR-13	"O"			0	8	13	13810	
24-APR-13	"A"	14	15	120	0	13	13811	
24-APR-13	"O"			0	8	13	13812	
25-APR-13	"A"	13	15	120	0	13	13813	
25-APR-13	"O"			0	8	13	13814	
26-APR-13	"A"			0	0	13	13815	
26-APR-13	"O"			0	9	13	13816	
27-APR-13	"A"	13	16	90	0	13	13817	
27-APR-13	"O"			0	9	13	13818	
28-APR-13	"A"	13	14	60	0	13	13819	
28-APR-13	"O"			0	7	13	13820	
29-APR-13	"A"	14	13	45	0	13	13821	
29-APR-13	"O"			0	9	13	13822	
30-APR-13	"A"			0	0	13	13823	
30-APR-13	"O"			0	7	13	13824	
01-MAY-13	"A"	13	16	120	0	13	13825	
01-MAY-13	"O"			0	8	13	13826	
02-MAY-13	"A"	14	14	90	0	13	13827	
02-MAY-13	"O"	13	13	35	8	13	13828	
03-MAY-13	"A"	14	13	45	0	13	13829	
03-MAY-13	"O"			0	8	13	13830	
04-MAY-13	"A"			0	0	13	13831	
04-MAY-13	"O"	15	17	120	8	13	13832	
05-MAY-13	"A"	12	13	50	0	13	13833	
05-MAY-13	"O"			0	9	13	13834	
06-MAY-13	"A"	14	15	60	0	13	13835	
06-MAY-13	"O"			0	8	13	13836	
07-MAY-13	"A"	14	15	120	0	13	13837	
07-MAY-13	"O"			0	8	13	13838	
08-MAY-13	"A"	14	15	90	0	13	13839	
08-MAY-13	"O"			0	8	13	13840	
09-MAY-13	"A"	13	15	60	0	13	13841	
09-MAY-13	"O"			0	9	13	13842	
10-MAY-13	"A"			0	0	13	13843	
10-MAY-13	"O"	15	13	30	8	13	13844	
11-MAY-13	"A"	15	17	90	0	13	13845	
11-MAY-13	"O"			0	8	13	13846	
12-MAY-13	"A"			0	0	13	13847	
12-MAY-13	"O"	15	15	65	9	13	13848	
13-MAY-13	"A"	14	14	90	0	13	13849	
13-MAY-13	"O"			0	9	13	13850	
14-MAY-13	"A"	14	15	120	0	13	13851	
14-MAY-13	"O"			0	9	13	13852	
15-MAY-13	"A"			0	0	13	13853	
15-MAY-13	"O"	14	14	35	9	13	13854	
16-MAY-13	"A"	13	15	90	0	13	13855	
16-MAY-13	"O"			0	8	13	13856	
17-MAY-13	"A"	14	14	30	0	13	13857	
17-MAY-13	"O"			0	9	13	13858	
18-MAY-13	"A"	15	15	90	0	13	13859	
18-MAY-13	"O"			0	9	13	13860	
19-MAY-13	"A"	12	13	60	0	13	13861	
19-MAY-13	"O"			0	9	13	13862	
20-MAY-13	"A"	14	14	90	0	13	13863	
20-MAY-13	"O"	13	13	35	9	13	13864	
21-MAY-13	"A"	14	15	120	0	13	13865	
21-MAY-13	"O"			0	8	13	13866	
22-MAY-13	"A"	13	14	90	0	13	13867	
22-MAY-13	"O"			0	8	13	13868	
